person_id,age_band,gender,region,education,policy_support_0_10,selection_propensity,sampled,poststrat_weight,raked_weight
P15228,45-59,Woman,Midlands,No degree,7.8,0.043192,1,0.8886324786324786,0.9320604576512047
P15268,18-29,Man,Midlands,No degree,5.1,0.034173,1,1.099366515837104,1.2251602727276898
P15280,18-29,Man,South,Degree,8.5,0.053563,1,0.8527935222672065,0.7795868891990588
P15310,45-59,Woman,North,No degree,3.4,0.043192,1,0.8886324786324786,0.9125361920115775
P15318,18-29,Man,South,Degree,3.6,0.053563,1,0.8527935222672065,0.7795868891990588
P15340,60+,Woman,South,No degree,4.0,0.01841,1,2.3322522522522524,2.1037967039270837
P15343,18-29,Man,South,Degree,2.7,0.053563,1,0.8527935222672065,0.7795868891990588
P15383,18-29,Woman,North,Degree,4.7,0.053563,1,0.8527935222672065,0.7485652746153514
P15390,45-59,Man,Midlands,Degree,4.9,0.061237,1,0.6375257731958762,0.5816675551557531
P15391,18-29,Woman,South,No degree,5.6,0.034173,1,1.099366515837104,1.249205162442292
P15398,45-59,Woman,South,No degree,3.2,0.043192,1,0.8886324786324786,0.9503529957055676
P15429,18-29,Man,Scotland/Wales,No degree,4.0,0.029482,1,1.099366515837104,1.3733740114543207
P15442,45-59,Woman,Midlands,Degree,7.7,0.061237,1,0.6375257731958762,0.5816675551557531
P15484,30-44,Woman,London,Degree,5.0,0.063968,1,0.6961,0.5766006518454402
P15519,60+,Woman,North,Degree,6.3,0.035381,1,0.9024852071005918,1.2606649450048188
P15549,18-29,Woman,North,Degree,6.6,0.053563,1,0.8527935222672065,0.7485652746153514
P15574,30-44,Woman,North,Degree,6.4,0.057214,1,0.6961,0.6597082290664027
P15582,30-44,Man,South,Degree,5.7,0.057214,1,0.6961,0.6870474807172545
P15585,30-44,Woman,Midlands,No degree,4.9,0.038239,1,1.0373821989528795,1.0797299063318317
P15634,45-59,Woman,North,No degree,5.9,0.043192,1,0.8886324786324786,0.9125361920115775
P15636,60+,Man,South,Degree,6.5,0.035381,1,0.9024852071005918,1.3129087016541312
P15781,30-44,Man,North,No degree,5.3,0.038239,1,1.0373821989528795,1.0571123461325747
P15783,45-59,Man,North,No degree,5.3,0.043192,1,0.8886324786324786,0.9125361920115775
P15784,60+,Man,Midlands,No degree,7.0,0.01841,1,2.3322522522522524,2.0633025070979794
P15813,30-44,Woman,Midlands,No degree,3.7,0.038239,1,1.0373821989528795,1.0797299063318317
P15890,30-44,Man,Midlands,Degree,4.5,0.057214,1,0.6961,0.6738230869993773
P15896,30-44,Woman,South,Degree,7.3,0.057214,1,0.6961,0.6870474807172545
P15931,60+,Woman,North,No degree,5.7,0.01841,1,2.3322522522522524,2.0200816345539305
P15954,60+,Man,North,Degree,8.3,0.035381,1,0.9024852071005918,1.2606649450048188
P16031,30-44,Man,Midlands,No degree,2.6,0.038239,1,1.0373821989528795,1.0797299063318317
P16038,45-59,Woman,London,No degree,4.7,0.05165,1,0.8886324786324786,0.7975782928932811
P16044,45-59,Man,Scotland/Wales,No degree,6.1,0.038239,1,0.8886324786324786,1.0448164522935846
P16093,18-29,Man,South,Degree,6.1,0.053563,1,0.8527935222672065,0.7795868891990588
P16119,18-29,Man,Midlands,No degree,3.6,0.034173,1,1.099366515837104,1.2251602727276898
P16124,45-59,Woman,London,Degree,3.8,0.067212,1,0.6375257731958762,0.49774176327748904
P16187,60+,Woman,South,Degree,7.3,0.035381,1,0.9024852071005918,1.3129087016541312
P16214,45-59,Man,South,No degree,4.5,0.043192,1,0.8886324786324786,0.9503529957055676
P16254,30-44,Man,North,No degree,4.9,0.038239,1,1.0373821989528795,1.0571123461325747
P16277,45-59,Woman,South,No degree,6.1,0.043192,1,0.8886324786324786,0.9503529957055676
P16299,30-44,Woman,South,No degree,3.7,0.038239,1,1.0373821989528795,1.1009205922340977
P16307,45-59,Woman,South,Degree,4.9,0.061237,1,0.6375257731958762,0.593083312363701
P16337,60+,Man,London,Degree,6.3,0.044016,1,0.9024852071005918,1.1018510866192461
P16339,45-59,Woman,South,No degree,3.5,0.043192,1,0.8886324786324786,0.9503529957055676
P16352,45-59,Woman,South,No degree,5.9,0.043192,1,0.8886324786324786,0.9503529957055676
P16379,30-44,Man,South,Degree,4.7,0.057214,1,0.6961,0.6870474807172545
P16382,45-59,Woman,North,Degree,4.4,0.061237,1,0.6375257731958762,0.5694831182261657
P16417,45-59,Woman,Midlands,No degree,6.4,0.043192,1,0.8886324786324786,0.9320604576512047
P16428,45-59,Man,North,No degree,6.2,0.043192,1,0.8886324786324786,0.9125361920115775
P16458,45-59,Man,Midlands,Degree,7.5,0.061237,1,0.6375257731958762,0.5816675551557531
P16468,18-29,Man,Midlands,No degree,7.3,0.034173,1,1.099366515837104,1.2251602727276898
P16493,18-29,Man,North,No degree,3.7,0.034173,1,1.099366515837104,1.1994963209748883
P16500,30-44,Man,Midlands,Degree,5.3,0.057214,1,0.6961,0.6738230869993773
P16550,60+,Man,South,No degree,5.1,0.01841,1,2.3322522522522524,2.1037967039270837
P16600,18-29,Man,North,Degree,4.5,0.053563,1,0.8527935222672065,0.7485652746153514
P16609,30-44,Man,Midlands,No degree,4.6,0.038239,1,1.0373821989528795,1.0797299063318317
P16615,30-44,Man,Midlands,No degree,6.2,0.038239,1,1.0373821989528795,1.0797299063318317
P16620,30-44,Woman,North,Degree,6.9,0.057214,1,0.6961,0.6597082290664027
P16623,30-44,Man,Midlands,Degree,7.0,0.057214,1,0.6961,0.6738230869993773
P16632,45-59,Man,Midlands,No degree,6.6,0.043192,1,0.8886324786324786,0.9320604576512047
P16649,18-29,Woman,South,No degree,6.5,0.034173,1,1.099366515837104,1.249205162442292
P16687,45-59,Man,South,Degree,6.4,0.061237,1,0.6375257731958762,0.593083312363701
P16695,30-44,Woman,Midlands,No degree,6.3,0.038239,1,1.0373821989528795,1.0797299063318317
P16737,30-44,Woman,London,Degree,6.2,0.063968,1,0.6961,0.5766006518454402
P16751,18-29,Man,Scotland/Wales,Degree,5.4,0.048894,1,0.8527935222672065,0.8570764879031357
P16757,30-44,Man,Scotland/Wales,No degree,2.3,0.033374,1,1.0373821989528795,1.2103502094829488
P16768,30-44,Man,South,Degree,6.7,0.057214,1,0.6961,0.6870474807172545
P16789,30-44,Woman,Midlands,No degree,5.5,0.038239,1,1.0373821989528795,1.0797299063318317
P16808,45-59,Man,South,No degree,3.0,0.043192,1,0.8886324786324786,0.9503529957055676
P16817,45-59,Man,Midlands,No degree,1.8,0.043192,1,0.8886324786324786,0.9320604576512047
P16836,30-44,Woman,Midlands,No degree,4.3,0.038239,1,1.0373821989528795,1.0797299063318317
P16845,30-44,Man,North,Degree,4.2,0.057214,1,0.6961,0.6597082290664027
P16849,30-44,Man,North,Degree,6.5,0.057214,1,0.6961,0.6597082290664027
P16856,30-44,Man,North,No degree,7.3,0.038239,1,1.0373821989528795,1.0571123461325747
P16874,45-59,Man,London,No degree,4.6,0.05165,1,0.8886324786324786,0.7975782928932811
P16885,60+,Man,North,No degree,3.0,0.01841,1,2.3322522522522524,2.0200816345539305
P16903,45-59,Woman,Scotland/Wales,No degree,5.0,0.038239,1,0.8886324786324786,1.0448164522935846
P16908,60+,Man,Midlands,No degree,5.3,0.01841,1,2.3322522522522524,2.0633025070979794
P16913,60+,Man,Scotland/Wales,No degree,6.0,0.015204,1,2.3322522522522524,2.312910485342466
P16918,60+,Man,Scotland/Wales,No degree,4.8,0.015204,1,2.3322522522522524,2.312910485342466
P16922,45-59,Woman,Midlands,Degree,6.2,0.061237,1,0.6375257731958762,0.5816675551557531
P16938,60+,Woman,South,No degree,6.6,0.01841,1,2.3322522522522524,2.1037967039270837
P16946,45-59,Man,Midlands,No degree,5.5,0.043192,1,0.8886324786324786,0.9320604576512047
P16990,45-59,Woman,Midlands,Degree,4.3,0.061237,1,0.6375257731958762,0.5816675551557531
P17012,30-44,Man,Midlands,No degree,5.4,0.038239,1,1.0373821989528795,1.0797299063318317
P17017,60+,Woman,Midlands,No degree,5.2,0.01841,1,2.3322522522522524,2.0633025070979794
P17030,45-59,Man,Midlands,Degree,5.5,0.061237,1,0.6375257731958762,0.5816675551557531
P17064,30-44,Woman,Scotland/Wales,Degree,2.1,0.052804,1,0.6961,0.7553388210528066
P17127,45-59,Woman,North,No degree,7.3,0.043192,1,0.8886324786324786,0.9125361920115775
P17128,30-44,Man,Scotland/Wales,No degree,3.9,0.033374,1,1.0373821989528795,1.2103502094829488
P17161,18-29,Man,South,No degree,4.1,0.034173,1,1.099366515837104,1.249205162442292
P17170,18-29,Woman,North,Degree,4.3,0.053563,1,0.8527935222672065,0.7485652746153514
P17221,45-59,Man,North,No degree,6.7,0.043192,1,0.8886324786324786,0.9125361920115775
P17234,60+,Woman,Midlands,No degree,3.9,0.01841,1,2.3322522522522524,2.0633025070979794
P17255,30-44,Man,North,Degree,4.1,0.057214,1,0.6961,0.6597082290664027
P17267,60+,Woman,London,No degree,7.2,0.025101,1,2.3322522522522524,1.7655992997285437
P17274,45-59,Woman,London,No degree,5.1,0.05165,1,0.8886324786324786,0.7975782928932811
P17275,18-29,Woman,London,Degree,4.9,0.060918,1,0.8527935222672065,0.6542638188747341
P17361,45-59,Woman,Midlands,No degree,5.4,0.043192,1,0.8886324786324786,0.9320604576512047
P17390,45-59,Woman,North,No degree,5.9,0.043192,1,0.8886324786324786,0.9125361920115775
P17404,45-59,Man,North,Degree,9.4,0.061237,1,0.6375257731958762,0.5694831182261657
P17407,30-44,Man,South,No degree,4.8,0.038239,1,1.0373821989528795,1.1009205922340977
P17436,30-44,Man,Midlands,Degree,5.8,0.057214,1,0.6961,0.6738230869993773
P17442,18-29,Woman,Scotland/Wales,No degree,4.1,0.029482,1,1.099366515837104,1.3733740114543207
P17459,30-44,Man,London,Degree,5.1,0.063968,1,0.6961,0.5766006518454402
P17498,60+,Man,Midlands,No degree,4.8,0.01841,1,2.3322522522522524,2.0633025070979794
P17528,45-59,Woman,North,No degree,4.9,0.043192,1,0.8886324786324786,0.9125361920115775
P17545,30-44,Man,Midlands,No degree,5.4,0.038239,1,1.0373821989528795,1.0797299063318317
P17552,60+,Man,Midlands,Degree,8.9,0.035381,1,0.9024852071005918,1.2876376365915312
P17570,45-59,Man,South,No degree,4.2,0.043192,1,0.8886324786324786,0.9503529957055676
P17584,30-44,Woman,Scotland/Wales,No degree,4.5,0.033374,1,1.0373821989528795,1.2103502094829488
P17628,45-59,Man,Midlands,No degree,4.7,0.043192,1,0.8886324786324786,0.9320604576512047
P17644,60+,Man,London,No degree,5.1,0.025101,1,2.3322522522522524,1.7655992997285437
P17697,18-29,Woman,North,No degree,5.3,0.034173,1,1.099366515837104,1.1994963209748883
P17703,30-44,Woman,Midlands,Degree,5.2,0.057214,1,0.6961,0.6738230869993773
P17737,30-44,Woman,North,Degree,5.3,0.057214,1,0.6961,0.6597082290664027
P17754,45-59,Woman,North,Degree,8.9,0.061237,1,0.6375257731958762,0.5694831182261657
P17758,60+,Woman,South,No degree,4.4,0.01841,1,2.3322522522522524,2.1037967039270837
P17835,45-59,Woman,London,No degree,5.9,0.05165,1,0.8886324786324786,0.7975782928932811
P17836,45-59,Man,Midlands,No degree,6.1,0.043192,1,0.8886324786324786,0.9320604576512047
P17853,45-59,Man,Midlands,No degree,5.5,0.043192,1,0.8886324786324786,0.9320604576512047
P17869,18-29,Woman,North,No degree,7.2,0.034173,1,1.099366515837104,1.1994963209748883
P17915,30-44,Woman,South,No degree,5.7,0.038239,1,1.0373821989528795,1.1009205922340977
P17918,45-59,Woman,South,No degree,4.5,0.043192,1,0.8886324786324786,0.9503529957055676
P17933,30-44,Woman,London,Degree,6.7,0.063968,1,0.6961,0.5766006518454402
P17934,18-29,Man,Midlands,No degree,6.0,0.034173,1,1.099366515837104,1.2251602727276898
P17940,18-29,Woman,South,No degree,2.9,0.034173,1,1.099366515837104,1.249205162442292
P17942,60+,Woman,South,Degree,7.5,0.035381,1,0.9024852071005918,1.3129087016541312
P17961,60+,Woman,South,Degree,5.3,0.035381,1,0.9024852071005918,1.3129087016541312
P17963,30-44,Woman,North,Degree,6.9,0.057214,1,0.6961,0.6597082290664027
P17967,30-44,Woman,South,No degree,6.0,0.038239,1,1.0373821989528795,1.1009205922340977
P17984,45-59,Man,Scotland/Wales,No degree,6.1,0.038239,1,0.8886324786324786,1.0448164522935846
P18136,18-29,Man,Scotland/Wales,Degree,5.3,0.048894,1,0.8527935222672065,0.8570764879031357
P18143,45-59,Non-binary / other,Scotland/Wales,No degree,7.2,0.038239,1,0.8886324786324786,1.0448164522935846
P18195,30-44,Man,Midlands,No degree,6.0,0.038239,1,1.0373821989528795,1.0797299063318317
P18235,45-59,Man,Midlands,Degree,5.4,0.061237,1,0.6375257731958762,0.5816675551557531
P18255,30-44,Man,North,No degree,4.2,0.038239,1,1.0373821989528795,1.0571123461325747
P18316,45-59,Man,London,No degree,4.6,0.05165,1,0.8886324786324786,0.7975782928932811
P18357,30-44,Man,North,No degree,4.9,0.038239,1,1.0373821989528795,1.0571123461325747
P18390,60+,Man,South,No degree,6.7,0.01841,1,2.3322522522522524,2.1037967039270837
P18391,30-44,Man,Scotland/Wales,Degree,6.6,0.052804,1,0.6961,0.7553388210528066
P18437,45-59,Man,North,Degree,6.8,0.061237,1,0.6375257731958762,0.5694831182261657
P18444,18-29,Woman,Midlands,No degree,7.9,0.034173,1,1.099366515837104,1.2251602727276898
P18492,60+,Man,Midlands,No degree,5.2,0.01841,1,2.3322522522522524,2.0633025070979794
P18498,18-29,Man,South,No degree,6.4,0.034173,1,1.099366515837104,1.249205162442292
P18543,45-59,Man,South,No degree,4.5,0.043192,1,0.8886324786324786,0.9503529957055676
P18560,60+,Man,South,No degree,4.9,0.01841,1,2.3322522522522524,2.1037967039270837
P18604,30-44,Woman,North,No degree,5.3,0.038239,1,1.0373821989528795,1.0571123461325747
P18621,30-44,Man,North,Degree,3.1,0.057214,1,0.6961,0.6597082290664027
P18632,30-44,Man,London,Degree,5.0,0.063968,1,0.6961,0.5766006518454402
P18635,30-44,Man,London,Degree,6.6,0.063968,1,0.6961,0.5766006518454402
P18649,45-59,Woman,London,Degree,5.8,0.067212,1,0.6375257731958762,0.49774176327748904
P18652,18-29,Woman,London,Degree,3.0,0.060918,1,0.8527935222672065,0.6542638188747341
P18746,30-44,Woman,North,Degree,5.7,0.057214,1,0.6961,0.6597082290664027
P18762,45-59,Woman,London,No degree,4.3,0.05165,1,0.8886324786324786,0.7975782928932811
P18777,30-44,Woman,South,No degree,5.4,0.038239,1,1.0373821989528795,1.1009205922340977
P18834,18-29,Man,London,No degree,7.0,0.042779,1,1.099366515837104,1.0483882572438128
P18838,18-29,Woman,London,No degree,3.3,0.042779,1,1.099366515837104,1.0483882572438128
P18870,30-44,Woman,Scotland/Wales,No degree,5.2,0.033374,1,1.0373821989528795,1.2103502094829488
P18885,30-44,Man,North,Degree,6.9,0.057214,1,0.6961,0.6597082290664027
P18889,30-44,Woman,South,Degree,6.0,0.057214,1,0.6961,0.6870474807172545
P18918,18-29,Woman,Midlands,Degree,6.5,0.053563,1,0.8527935222672065,0.7645812829645364
P18927,30-44,Man,North,Degree,6.1,0.057214,1,0.6961,0.6597082290664027
P18962,30-44,Woman,Scotland/Wales,Degree,3.5,0.052804,1,0.6961,0.7553388210528066
P19004,60+,Man,North,No degree,3.6,0.01841,1,2.3322522522522524,2.0200816345539305
P19028,30-44,Man,North,No degree,5.3,0.038239,1,1.0373821989528795,1.0571123461325747
P19035,18-29,Woman,London,Degree,6.0,0.060918,1,0.8527935222672065,0.6542638188747341
P19056,30-44,Man,North,No degree,3.7,0.038239,1,1.0373821989528795,1.0571123461325747
P19057,60+,Man,North,No degree,7.5,0.01841,1,2.3322522522522524,2.0200816345539305
P19069,30-44,Woman,North,No degree,8.5,0.038239,1,1.0373821989528795,1.0571123461325747
P19083,60+,Man,Scotland/Wales,No degree,5.0,0.015204,1,2.3322522522522524,2.312910485342466
P19085,30-44,Man,London,No degree,3.7,0.046879,1,1.0373821989528795,0.9239412834314563
P19088,45-59,Man,Midlands,Degree,5.2,0.061237,1,0.6375257731958762,0.5816675551557531
P19092,30-44,Woman,South,Degree,5.2,0.057214,1,0.6961,0.6870474807172545
P19122,30-44,Man,Midlands,No degree,6.5,0.038239,1,1.0373821989528795,1.0797299063318317
P19123,30-44,Woman,Midlands,Degree,5.6,0.057214,1,0.6961,0.6738230869993773
P19163,30-44,Woman,South,No degree,5.5,0.038239,1,1.0373821989528795,1.1009205922340977
P19201,30-44,Man,London,Degree,5.5,0.063968,1,0.6961,0.5766006518454402
P19325,18-29,Woman,London,No degree,4.1,0.042779,1,1.099366515837104,1.0483882572438128
P19330,45-59,Man,London,Degree,6.3,0.067212,1,0.6375257731958762,0.49774176327748904
P19350,60+,Woman,North,No degree,5.0,0.01841,1,2.3322522522522524,2.0200816345539305
P19373,60+,Man,North,Degree,9.3,0.035381,1,0.9024852071005918,1.2606649450048188
P19401,45-59,Woman,London,Degree,5.4,0.067212,1,0.6375257731958762,0.49774176327748904
P19420,60+,Man,Scotland/Wales,No degree,7.6,0.015204,1,2.3322522522522524,2.312910485342466
P19480,60+,Woman,North,No degree,7.1,0.01841,1,2.3322522522522524,2.0200816345539305
P19487,18-29,Woman,London,Degree,2.7,0.060918,1,0.8527935222672065,0.6542638188747341
P19491,45-59,Man,London,No degree,5.7,0.05165,1,0.8886324786324786,0.7975782928932811
P19530,30-44,Man,North,Degree,7.8,0.057214,1,0.6961,0.6597082290664027
P19542,30-44,Man,North,No degree,6.0,0.038239,1,1.0373821989528795,1.0571123461325747
P19555,60+,Man,Scotland/Wales,Degree,5.0,0.030629,1,0.9024852071005918,1.4434095731231131
P19564,45-59,Man,North,No degree,7.8,0.043192,1,0.8886324786324786,0.9125361920115775
P19615,45-59,Man,South,No degree,6.2,0.043192,1,0.8886324786324786,0.9503529957055676
P19625,18-29,Woman,London,No degree,3.9,0.042779,1,1.099366515837104,1.0483882572438128
P19666,60+,Woman,North,Degree,7.9,0.035381,1,0.9024852071005918,1.2606649450048188
P19752,18-29,Woman,North,Degree,5.7,0.053563,1,0.8527935222672065,0.7485652746153514
P19800,30-44,Man,North,No degree,5.5,0.038239,1,1.0373821989528795,1.0571123461325747
P19829,60+,Man,Midlands,No degree,6.2,0.01841,1,2.3322522522522524,2.0633025070979794
P19849,30-44,Woman,North,No degree,1.7,0.038239,1,1.0373821989528795,1.0571123461325747
P19891,45-59,Woman,London,Degree,4.8,0.067212,1,0.6375257731958762,0.49774176327748904
P19908,30-44,Woman,North,No degree,5.0,0.038239,1,1.0373821989528795,1.0571123461325747
P19935,30-44,Man,South,No degree,6.7,0.038239,1,1.0373821989528795,1.1009205922340977
P19975,18-29,Man,London,Degree,6.6,0.060918,1,0.8527935222672065,0.6542638188747341
P19996,30-44,Man,South,No degree,5.3,0.038239,1,1.0373821989528795,1.1009205922340977
P19999,60+,Man,South,No degree,4.0,0.01841,1,2.3322522522522524,2.1037967039270837
P20008,45-59,Man,Scotland/Wales,Degree,5.6,0.057214,1,0.6375257731958762,0.6520347756449332
P20016,45-59,Woman,Midlands,No degree,7.5,0.043192,1,0.8886324786324786,0.9320604576512047
P20083,30-44,Woman,London,Degree,5.1,0.063968,1,0.6961,0.5766006518454402
P20094,30-44,Man,Scotland/Wales,No degree,5.4,0.033374,1,1.0373821989528795,1.2103502094829488
P20096,60+,Man,Scotland/Wales,No degree,6.1,0.015204,1,2.3322522522522524,2.312910485342466
P20124,45-59,Man,London,Degree,5.2,0.067212,1,0.6375257731958762,0.49774176327748904
P20143,45-59,Woman,South,No degree,4.4,0.043192,1,0.8886324786324786,0.9503529957055676
P20149,60+,Man,South,Degree,5.5,0.035381,1,0.9024852071005918,1.3129087016541312
P20163,45-59,Woman,Midlands,No degree,5.6,0.043192,1,0.8886324786324786,0.9320604576512047
P20195,45-59,Woman,London,Degree,6.8,0.067212,1,0.6375257731958762,0.49774176327748904
P20220,18-29,Man,Midlands,Degree,5.2,0.053563,1,0.8527935222672065,0.7645812829645364
P20225,30-44,Man,North,Degree,6.5,0.057214,1,0.6961,0.6597082290664027
P20263,30-44,Woman,Scotland/Wales,Degree,5.5,0.052804,1,0.6961,0.7553388210528066
P20276,30-44,Man,North,Degree,6.4,0.057214,1,0.6961,0.6597082290664027
P20302,60+,Woman,North,No degree,7.0,0.01841,1,2.3322522522522524,2.0200816345539305
P20329,30-44,Man,Midlands,Degree,3.2,0.057214,1,0.6961,0.6738230869993773
P20335,45-59,Man,South,Degree,4.9,0.061237,1,0.6375257731958762,0.593083312363701
P20343,45-59,Man,London,Degree,7.4,0.067212,1,0.6375257731958762,0.49774176327748904
P20386,45-59,Man,Midlands,No degree,5.1,0.043192,1,0.8886324786324786,0.9320604576512047
P20408,45-59,Woman,Scotland/Wales,Degree,4.7,0.057214,1,0.6375257731958762,0.6520347756449332
P20422,60+,Woman,Midlands,No degree,6.6,0.01841,1,2.3322522522522524,2.0633025070979794
P20437,30-44,Man,North,Degree,7.3,0.057214,1,0.6961,0.6597082290664027
P20441,45-59,Man,North,No degree,4.4,0.043192,1,0.8886324786324786,0.9125361920115775
P20448,30-44,Man,Midlands,Degree,4.0,0.057214,1,0.6961,0.6738230869993773
P20458,30-44,Man,South,Degree,4.6,0.057214,1,0.6961,0.6870474807172545
P20487,30-44,Man,Scotland/Wales,Degree,8.0,0.052804,1,0.6961,0.7553388210528066
P20507,18-29,Man,London,Degree,5.2,0.060918,1,0.8527935222672065,0.6542638188747341
P20513,60+,Man,South,No degree,6.4,0.01841,1,2.3322522522522524,2.1037967039270837
P20515,60+,Woman,North,No degree,1.5,0.01841,1,2.3322522522522524,2.0200816345539305
P20534,30-44,Man,North,Degree,6.1,0.057214,1,0.6961,0.6597082290664027
P20555,60+,Woman,Midlands,Degree,4.9,0.035381,1,0.9024852071005918,1.2876376365915312
P20556,30-44,Man,South,No degree,2.0,0.038239,1,1.0373821989528795,1.1009205922340977
P20559,45-59,Woman,Midlands,No degree,5.7,0.043192,1,0.8886324786324786,0.9320604576512047
P20599,30-44,Woman,South,No degree,6.1,0.038239,1,1.0373821989528795,1.1009205922340977
P20650,45-59,Woman,Scotland/Wales,No degree,5.4,0.038239,1,0.8886324786324786,1.0448164522935846
P20651,45-59,Man,North,No degree,6.1,0.043192,1,0.8886324786324786,0.9125361920115775
P20689,30-44,Man,Midlands,No degree,8.0,0.038239,1,1.0373821989528795,1.0797299063318317
P20693,60+,Man,South,Degree,8.3,0.035381,1,0.9024852071005918,1.3129087016541312
P20757,45-59,Man,Scotland/Wales,No degree,5.5,0.038239,1,0.8886324786324786,1.0448164522935846
P20763,45-59,Man,Midlands,Degree,7.8,0.061237,1,0.6375257731958762,0.5816675551557531
P20779,18-29,Man,Scotland/Wales,No degree,5.9,0.029482,1,1.099366515837104,1.3733740114543207
P20811,45-59,Woman,Midlands,No degree,8.6,0.043192,1,0.8886324786324786,0.9320604576512047
P20820,30-44,Man,Midlands,Degree,6.0,0.057214,1,0.6961,0.6738230869993773
P20832,45-59,Woman,South,No degree,7.6,0.043192,1,0.8886324786324786,0.9503529957055676
P20834,30-44,Woman,Midlands,Degree,8.1,0.057214,1,0.6961,0.6738230869993773
P20867,45-59,Man,North,Degree,6.8,0.061237,1,0.6375257731958762,0.5694831182261657
P20903,18-29,Woman,London,Degree,4.5,0.060918,1,0.8527935222672065,0.6542638188747341
P20909,18-29,Man,North,Degree,6.0,0.053563,1,0.8527935222672065,0.7485652746153514
P20933,45-59,Woman,North,No degree,6.5,0.043192,1,0.8886324786324786,0.9125361920115775
P20948,30-44,Non-binary / other,Scotland/Wales,No degree,5.2,0.033374,1,1.0373821989528795,1.2103502094829488
P20956,30-44,Man,South,No degree,7.9,0.038239,1,1.0373821989528795,1.1009205922340977
P20958,60+,Woman,South,Degree,6.9,0.035381,1,0.9024852071005918,1.3129087016541312
P21038,30-44,Woman,Scotland/Wales,No degree,5.4,0.033374,1,1.0373821989528795,1.2103502094829488
P21044,45-59,Man,South,Degree,6.1,0.061237,1,0.6375257731958762,0.593083312363701
P21055,60+,Man,London,Degree,7.2,0.044016,1,0.9024852071005918,1.1018510866192461
P21104,30-44,Woman,South,No degree,5.7,0.038239,1,1.0373821989528795,1.1009205922340977
P21139,45-59,Man,Scotland/Wales,Degree,4.5,0.057214,1,0.6375257731958762,0.6520347756449332
P21144,60+,Man,Midlands,Degree,7.5,0.035381,1,0.9024852071005918,1.2876376365915312
P21220,60+,Man,London,Degree,6.8,0.044016,1,0.9024852071005918,1.1018510866192461
P21267,60+,Man,Midlands,Degree,8.3,0.035381,1,0.9024852071005918,1.2876376365915312
P21270,45-59,Woman,North,Degree,4.6,0.061237,1,0.6375257731958762,0.5694831182261657
P21308,30-44,Man,South,No degree,3.4,0.038239,1,1.0373821989528795,1.1009205922340977
P21359,60+,Woman,South,No degree,9.3,0.01841,1,2.3322522522522524,2.1037967039270837
P21367,18-29,Man,London,No degree,4.8,0.042779,1,1.099366515837104,1.0483882572438128
P21384,45-59,Woman,South,Degree,7.0,0.061237,1,0.6375257731958762,0.593083312363701
P21391,18-29,Man,North,No degree,2.0,0.034173,1,1.099366515837104,1.1994963209748883
P21431,30-44,Woman,Midlands,Degree,5.0,0.057214,1,0.6961,0.6738230869993773
P21432,60+,Man,North,Degree,6.1,0.035381,1,0.9024852071005918,1.2606649450048188
P21457,30-44,Man,Midlands,Degree,5.1,0.057214,1,0.6961,0.6738230869993773
P21477,45-59,Man,Midlands,No degree,5.9,0.043192,1,0.8886324786324786,0.9320604576512047
P21527,18-29,Woman,North,No degree,6.2,0.034173,1,1.099366515837104,1.1994963209748883
P21530,18-29,Man,South,Degree,3.7,0.053563,1,0.8527935222672065,0.7795868891990588
P21554,60+,Man,London,Degree,5.0,0.044016,1,0.9024852071005918,1.1018510866192461
P21596,45-59,Woman,Scotland/Wales,Degree,5.3,0.057214,1,0.6375257731958762,0.6520347756449332
P21603,18-29,Woman,North,No degree,2.5,0.034173,1,1.099366515837104,1.1994963209748883
P21621,30-44,Man,South,Degree,5.4,0.057214,1,0.6961,0.6870474807172545
P21632,45-59,Man,South,No degree,3.2,0.043192,1,0.8886324786324786,0.9503529957055676
P21653,45-59,Man,North,No degree,6.8,0.043192,1,0.8886324786324786,0.9125361920115775
P21670,30-44,Man,Midlands,No degree,3.3,0.038239,1,1.0373821989528795,1.0797299063318317
P21672,45-59,Man,North,Degree,4.8,0.061237,1,0.6375257731958762,0.5694831182261657
P21679,60+,Man,Scotland/Wales,No degree,5.2,0.015204,1,2.3322522522522524,2.312910485342466
P21700,45-59,Man,London,No degree,4.5,0.05165,1,0.8886324786324786,0.7975782928932811
P21705,30-44,Man,Midlands,No degree,2.0,0.038239,1,1.0373821989528795,1.0797299063318317
P21750,45-59,Man,Scotland/Wales,Degree,4.8,0.057214,1,0.6375257731958762,0.6520347756449332
P21758,45-59,Woman,Midlands,Degree,5.4,0.061237,1,0.6375257731958762,0.5816675551557531
P21768,30-44,Woman,Scotland/Wales,No degree,5.5,0.033374,1,1.0373821989528795,1.2103502094829488
P21777,45-59,Woman,North,Degree,7.4,0.061237,1,0.6375257731958762,0.5694831182261657
P21780,30-44,Woman,North,No degree,6.9,0.038239,1,1.0373821989528795,1.0571123461325747
P21791,30-44,Woman,North,No degree,4.6,0.038239,1,1.0373821989528795,1.0571123461325747
P21799,60+,Woman,South,No degree,4.7,0.01841,1,2.3322522522522524,2.1037967039270837
P21816,30-44,Man,London,Degree,5.6,0.063968,1,0.6961,0.5766006518454402
P21826,60+,Man,South,Degree,5.0,0.035381,1,0.9024852071005918,1.3129087016541312
P21852,60+,Woman,Midlands,No degree,4.3,0.01841,1,2.3322522522522524,2.0633025070979794
